Curated ID,M013,M035,M078,M073,M012,M038,M054,M021,M062,M053,M018,M036,M025,M010,M041,M005,M060,M074,M042,M075,M032,M055,M022,M034,M046,M047,M039,M020,M033,M011,M065,M019,M017,M009,M045,M008,M015,M037,M080,M061,M071,M070,M052,M051,M066,M043,M003,M024,M031,M001,M057,M044,M006,M026,M007,M064,M002,M059,M030,M048,M079,M058,M072,M028,M077,M069,M023,M063,M067,M068,M027,M004,M076,M056
(Nor)Leucine,925294.6985,1462093.991,1141638.784,674635.0732,20608178.28,797915.6361,2909300.363,1644546.582,2189767.015,5724255.303,1011109.506,540303.9733,10887815.44,5313251.047,2653892.52,1861643.866,46447068.08,894737.9247,922019.407,1914914.543,2144199.832,17688647.9,2053285.696,676833.7757,1212287.362,4846189.214,1302141.937,1539337.019,30208587.1,1508676.691,1122982.202,1150659.999,8029834.364,5148311.664,1320278.151,2799158.607,1719751.243,1253139.807,1745838.637,1566616.742,1502634.107,570364.9191,1702198.106,9869918.866,594552.5721,1772289.456,2628957.046,1455872.423,8218956.737,1069589.037,15348201.33,38451449.23,25275720.83,18470483.31,17388224.87,2830135.916,1581600.065,1480243.797,1050916.507,2907588.15,1492519.995,5180393.543,1071507.272,3440562.073,2516245.106,2461174.852,1596885.35,3532975.494,3772121.015,3227645.545,8246309.769,3551444.93,1911450.663,672499.9308
1-Aminocyclopropane-1-carboxylic acid,14234.98255,58843.49275,26878.1,13552.0467,302904.016,9642.899352,36875.36268,34565.92589,30083.51115,50606.25702,17553.28562,9040.790506,144316.2633,49016.60199,35103.0989,24374.07073,595500.9561,18380.8215,23606.29551,54865.69121,23068.41689,289538.5004,37262.8877,10625.63064,23168.55757,36906.9149,20287.74118,27326.64642,62975.67416,17200.57207,23948.18547,11704.06658,94361.49115,96886.1575,25444.36125,52350.03601,22456.56554,11617.29527,45109.06297,24172.37997,32961.71491,13259.87041,13535.2055,229884.7213,19696.51889,34810.3859,49592.96834,33762.20295,68222.59356,20697.32277,222689.3394,520832.7828,419428.1116,474249.5121,76567.026930000007,41193.59808,36353.87699,17506.88669,22949.43331,30907.79233,29613.32515,52454.26407,25477.87146,34500.70093,42691.54013,34216.15563,27695.97637,65100.24202,41046.32949,55750.47502,117968.3697,51470.10633,27963.81027,7708.726304
1-Methyladenosine,25993.64936,52160.49761,10787.919,9641.544724,649663.4384,14341.89421,54974.6212,27518.91938,12443.81664,159260.1715,11993.3436,15900.98299,62874.2617,71182.15256,32513.50372,105985.3643,2672672.393,15364.93839,25755.88907,17152.27139,34853.97445,644947.8934,17447.21872,24466.99976,45780.94932,62036.64804,6888.972837,6944.257572,38023.64032,28260.36608,31970.26744,13695.9867,46055.91312,156424.4737,59344.22039,162926.882,74320.61682,20754.12764,13921.33268,23317.16109,11369.93259,22548.60783,57715.4295,258695.0692,22246.64062,89551.293,25520.61434,111731.2308,46721.16674,13699.69446,222915.4767,419459.8609,211096.2125,284450.8386,78092.75346,13646.0438,18496.94864,124203.4047,8187.441721,98058.93897,16151.58031,66207.80464,10646.33496,219626.2315,17106.15364,30846.88586,56263.70558,52007.65045,30291.46184,85616.69365,211270.0335,33095.00232,10613.10309,47370.16534
1-Methylhistidine,60455.8533,1118286.201,185150.2189,100562.2531,40037525.28,97745.44091,22232878.56,491816.4708,134868.9952,32764278.26,60458.48108,112335.1555,4764750.754,6730258.284,527725.9344,11686786.72,19786166.15,144284.2362,214519.0491,662733.1974,243809.0462,24767046.98,280625.5527,86603.00404,7842992.121,37813620.93,235464.7909,317913.0518,3174161.235,3579285.241,189122.7712,75481.66664,530477.0609,18173017.01,116390.3705,1293945.963,563993.8331,146047.1357,185309.2759,281512.2397,401042.4585,67782.46451,36107708.64,24680975.22,4798.204161,188100.3085,335933.0598,194653.1137,2649537.48,78795.43979,41181214.41,6456009.639,47232979.34,27459125.44,37233966.47,867940.3366,71294.16672,7781272.98,93803.39364,48226317.42,139229.2286,5803406.339,152804.6726,679299.1963,613170.1292,323809.7704,601740.8078,2342556.214,71224.63161,286474.2142,4806288.236,628160.5821,101209.8547,22706722.69
2-Aminoadipic acid,27270.24213,24953.56551,15914.17952,14563.84983,124201.6279,32320.02953,81164.68641,40399.04876,114800.8889,108413.1218,23539.89127,21228.57503,53510.96435,56973.30977,54282.21896,40485.68912,276809.7459,20107.1282,10516.45382,52677.49099,22349.06509,231751.69,63228.82434,25852.3749,37860.26599,87929.63812,16908.02915,22150.95203,68346.93564,47056.39032,51597.28861,44223.49193,61707.06966,100522.7244,18042.05965,29037.40651,13585.73533,35371.3529,30530.76299,14863.43158,52781.45828,13207.62586,104145.4809,93474.97925,11560.81943,17111.87613,26251.40165,17990.65435,15846.87188,69964.60287,130904.4657,68945.06088,110689.7686,70843.39774,57476.03041,26229.47275,62790.11316,112394.089,42663.57705,68377.85364,41308.43692,491129.0844,23729.78569,22421.48936,18476.92247,13755.59374,22853.16818,48674.58798,23091.27037,18670.38569,37531.17463,52783.90646,12200.488,53657.20392
2-Hydroxybenzaldehyde,189304.9666,161199.4664,91956.21214,105466.1378,387727.1209,101161.1473,128195.2253,138288.3742,177340.73560000001,275311.1985,117663.662,111922.1343,131758.2681,1512790.071,116652.9091,176160.8367,3084156.328,127877.1015,109411.4324,133058.7634,282417.7962,901027.6389,146545.8411,258731.3919,325764.2011,469902.0704,96326.49897,83601.42718,2597994.237,532568.7632,163519.4985,79146.00787,463702.0346,198748.1078,129690.1993,340477.7775,243652.0964,173192.1497,72708.88628,334058.4515,348462.6025,80227.86212,126770.3837,5879948.738,127406.4379,179449.616,122486.2649,148254.826,3838970.695,142658.7774,220649.4999,30649.14551,3950794.99,524529.3667,1574362.543,241681.7488,229412.3168,169900.5287,116683.8651,117502.5666,98879.37291,302435.7556,113105.4558,88147.42739,154817.1639,122360.6425,169159.1662,120210.322,128637.945,125658.0915,112392.9131,137262.3387,150591.7062,170498.4044
2-Hydroxybutyric acid,24611.22651,178217.1312,122629.024,60754.56496,1157095.958,129128.5341,806100.3205,1567677.07,261669.0812,7282913.69,316387.8769,16337.0218,623526.2197,432624.3078,1177381.1,355045.6604,1370250.195,67470.0259,103888.6566,1113170.709,63209.83859,618627.4596,686758.1906,65503.42667,657027.7009,2176825.41,168627.8557,283610.4939,826515.8663,298703.975,120966.5165,100801.0342,610729.661,680040.6134,44448.31509,108475.4413,119888.6597,126040.587,169653.2481,177557.1578,45309.02504,76693.96429,1010271.001,3022899.814,32975.34889,84118.80201,328666.8163,68400.01171,785631.4417,522788.8881,1132317.083,278803.3315,1271909.248,1896629.451,1367828.558,117116.8115,1358065.704,119188.271,854549.9141,1954037.473,122001.5744,810287.6501,272014.4711,102657.4773,161314.5022,69655.84179,188243.9356,954451.4635,87117.62348,95799.40341,239253.7183,691681.2757,102967.2936,267082.1913
2-Hydroxyphenylacetic acid,165617.7745,90118.45916,95210.90829,187690.803,58290.80964,236080.2281,68346.47325,122463.2084,105881.63,44034.08248,259121.0732,365543.69,10867.15283,115625.8203,112641.5023,76034.74318,11466.06931,169202.7792,163072.9957,79521.58902,134033.8794,7576.452001,93596.02816,147032.0312,15326.09262,26657.53873,110673.1032,198461.0366,37206.46212,475965.5634,179549.9518,482823.6833,90046.21892,66418.48,148833.7727,131540.7852,214295.1254,207950.1555,61628.8723,150567.0298,77931.28065,337553.1635,38362.8046,47152.03723,275230.8115,38558.54116,76562.12371,106877.9575,26631.99427,56831.86331,16309.77287,20951.60614,57822.48651,42657.47875,50911.0183,123287.6455,72181.35616,28552.75231,214697.1144,70686.77806,120262.0963,26445.44207,93872.64269,165082.6896,95394.13415,199568.4957,104175.5976,118388.4434,148894.1281,104086.724,34060.87884,125120.7133,141496.1578,71484.01349
2-Piperidone,79808.37213,37561.55683,1713.847603,21904.07211,2993272.474,17272.74097,608036.1962,30501.8752,169185.884,726030.0445,70526.49804,32330.00286,11541.67535,2967494.794,18706.04387,502280.354,7198303.494,11185.91007,54566.37646,16548.10337,242380.5544,3393495.059,54992.47369,278691.7829,94321.96049,137969.7811,33560.09221,56306.87481,546735.2906,97042.37229,68177.79666,34818.96907,42619.7973,492198.2666,28121.24848,237575.826,133322.0565,14337.10337,10377.31609,28622.12869,35394.29776,45550.46621,376418.8028,275359.9639,16174.24238,24156.94526,17964.25499,44111.57859,978037.9534,15402.75228,1020892.509,17856.99845,2433955.928,50150.79641,264669.9641,44608.06365,13379.01212,3082225.103,35123.00229,321775.206,11414.2063,646977.9767,11806.55609,7415.652387,17059.83009,29992.88588,16773.97669,16192.96414,13508.89726,23256.56975,291135.9242,69530.25304,15650.05628,163515.1344
3-Hydroxyanthranilic acid,53111.34586,46982.25551,194448.487,536285.4384,24829.73955,201246.0482,8963.844771,113808.5298,144629.4497,15248.41784,211186.4063,2244.97779,28471.39194,1484.735063,52072.7669,28593.25238,5009.38144,400560.9697,337600.0839,120138.3247,20720.06801,5439.062387,126643.6561,95813.37809,9279.17594,25567.98084,464116.4337,300163.8881,33791.97803,32461.0318,210084.5074,515035.4569,8608.66393,21754.57269,85777.75319,132500.9807,301530.5526,155659.4556,421029.7522,124819.1169,51060.20583,475585.2097,23103.06151,3871.766747,77446.61225,35808.05195,125350.9891,55691.90509,1865.831396,57147.1703,41050.60443,61346.81712,6233.99902,16955.64295,38509.33836,38697.87567,18783.19837,109994.1461,72395.27431,28389.6875,247040.4037,29495.80237,271351.278,75235.34402,93895.24824,501721.5076,147292.7134,384025.4786,122989.7545,114527.8964,26256.47536,139972.7618,350395.6018,18645.66209
3-Hydroxybutyric acid,0,50903.82126,28581.7032,530.9856624,1473359.043,13798.3772,3470187.644,208315.2089,340638.625,1935172.993,44889.92147,0,442228.0593,49510.4288,103416.8726,195710.9779,936443.6395,531.4962173,20856.3987,138891.3866,64613.75295,741547.8577,220538.198,27060.19265,469620.7083,1663031.058,15170.32271,96841.70496,86339.15229,496.0243939,18207.72497,0,213231.2238,125971.4264,32215.80492,85802.58334,665.6433066,0,99946.19648,42380.71467,42621.46945,0,1232813.187,1386431.106,13610.62071,45668.90368,95246.99185,43781.38132,75984.0873,110851.9802,891678.0624,242637.3465,1773079.066,1558359.403,1228760.582,59715.25037,281454.708,23760.25952,31156.65599,3380877.843,64206.5289,84273.05814,54443.925,118966.0237,45797.19259,20563.47557,42288.07043,112571.9607,28734.57681,40143.49865,155776.3483,156214.6023,12139.60821,2090.674755
3-Indoleacetic acid,172733.3371,279940.9145,123533.6,156739.407,269882.9153,244804.6198,442645.2342,220616.3824,35629.61271,222288.0129,218150.8355,1298568.7,24058.40832,266623.4071,156951.0225,404876.2787,448902.3541,285436.9483,265283.7301,109069.1735,139938.0077,612023.3054,82865.89011,196280.8359,247669.5254,291722.0331,215648.0201,156408.3781,164392.2236,938989.3396,999028.2398,221720.3148,41951.68078,529672.0525,554105.7077,227400.6017,381917.8079,346921.4038,134722.9932,501068.9789,555244.5845,436632.3952,475949.1818,91572.04777,279291.3668,156996.879,88298.78206,518201.7957,947791.4484,50193.40674,106012.8483,51799.6894,497334.192,292581.8501,488920.464,435309.4631,55424.96291,153519.598,237324.9683,396256.2116,132837.6075,806844.301,101664.8852,350530.4221,63545.70829,450279.4609,299005.0572,266064.3561,184776.8316,408762.0395,561927.2776,92994.2382,159625.801,688402.9543
4-Acetamidobutanoic acid,17856.21449,166611.6369,50246.13446,45838.94864,285342.9162,59087.29624,295147.4185,147797.2646,152504.7127,385643.0911,997995.5435,53482.94413,200039.1379,539521.0068,61369.78046,290751.7385,204521.7017,221632.934,46400.56099,131425.2977,142717.1426,68303.45661,83150.74451,36329.40526,113300.0792,310345.6654,326786.0299,456991.6922,333503.5214,626330.8997,16305.05627,321833.3869,563265.1259,211176.5071,32367.14607,35353.99508,42281.3873,23412.06311,59533.29181,449222.7073,51454.74367,18702.14686,1188227.567,354241.7494,56101.96218,110445.6714,100215.3715,25463.96485,111014.8878,83377.50549,499173.293,84420.47737,319745.5754,214045.9672,347107.0965,33700.11032,88099.0402,732080.519,1534905.394,336679.9293,43975.03021,106406.7406,183278.6918,49536.81255,73987.17121,27099.03559,118475.2469,319011.96,233297.2365,32534.5391,80958.5411,138169.5721,42626.22614,578595.5803
4-Aminosalicylic acid (4-ASA),108500.0591,96200.44247,40395.74874,67086.44394,1642.241269,127381.8061,16843.62685,113672.0564,105427.4328,10751.39939,99038.21622,124197.3426,50810.44041,4746.290529,100485.4986,8780.421685,643.5549103,62706.37139,102782.4315,75514.9663,106719.5739,3704.550096,95582.34461,132401.4037,0,7756.859075,114000.5043,82168.76994,41350.59985,75574.43976,116393.6102,71499.58108,46190.75428,7207.275281,130361.6435,67495.78135,94033.36654,125198.4784,75283.34896,115382.91,99997.78138,102496.3791,8203.555403,17431.60903,104550.2927,121323.3656,92706.60812,135995.2149,24446.99474,120242.85,15545.79004,16753.08297,5790.326133,5103.416416,35311.84222,133585.4548,111121.3661,39847.14926,120630.0402,14292.47855,79346.98335,2132.888076,88238.52998,85672.90418,92577.98165,79854.10025,111288.7984,91499.66082,64067.51712,110166.8243,5518.83276,97872.37023,90078.15019,57527.54885
4-Pyridoxic acid,357152.4193,451132.2099,754292.2021,1043966.232,161081.7629,852113.3219,54912.28525,446838.3802,523943.2392,44361.88573,557045.3655,704634.9993,118998.4576,207641.0899,410259.4082,76751.92067,121911.1337,881585.4165,926482.4879,409158.7338,336610.6166,38569.98716,617445.6824,717114.5188,43682.17812,52091.07032,974745.7817,565551.249,200080.9785,471601.0633,570132.9324,705557.8812,210320.2495,40417.05938,877157.6458,347132.7612,410864.8156,665477.967,575145.9486,831131.1698,640076.7318,795678.3412,99930.03602,41040.13569,243559.9658,548285.4703,640216.2651,361604.4919,204490.5234,763957.5005,154389.1812,146578.9532,19683.36464,27451.11395,86588.51092,623561.9245,395737.8088,275189.8435,619912.8334,97567.19621,436798.323,67657.48309,865065.6352,517050.7664,434406.0453,728666.8725,511068.3333,343029.6009,415560.1883,443585.4085,278914.3321,446881.8905,576510.9311,175340.3808
5-Aminopentanoic acid,2378100.337,18114763.56,3379183.898,4012300.017,12552121.93,2420095.569,146441741,21467736.38,38798652.63,82300474.85,8189167.591,2418304.602,20241463.99,30020079.51,18257972.19,84312389.9,32583026.43,3594076.862,3890308.227,31087920.54,8112684.321,15789610.83,28804601.99,3598137.004,11875933.53,75600061.13,9902980.27,13054015.08,39904828.42,23507700.13,3100525.889,1606932.681,22362573.5,41498404.23,4679288.668,6475443.082,7629838.351,2307525.194,7360507.794,7991401.658,4241677.836,2000472.135,123896379.6,41515691.13,3249468.167,6226401.005,34980883.47,4204158.881,19335938.89,13054069.31,10262591.45,22699594.22,8701266.694,20615648.34,20896776.97,5252059.142,23905718.24,15441720.6,11123950.03,93373346.63,6278245.344,25023434.18,5184072.768,3652773.953,7734345.206,4665668.728,5740817.56,24673253.97,5316563.608,4722515.551,12008370.41,41413730.1,3654933.643,20362740.37
5-aminovaleric acid betaine (5-AVAB),58146138.42,38216781.67,49236272.51,81362863.02,52893443.03,59263388.09,16307840.63,45015660.67,93555662.07,27905159.54,75362399.46,51716787.93,11082998.8,66308508.51,37814755.84,47403876.27,74840494.87,80272211.79,48686470,28180403.06,68025721.67,39611303.77,34614232.7,85871733.35,83876171.9,10636286.13,79998426.03,65776614.23,17015688.18,20458387.37,80300862.46,76158220.91,13726097.54,19083042.47,91643185.41,42144408.46,52923951.66,41318155.4,34386641.09,90403002.05,44646406.26,28318066.8,31097696.78,9762819.248,32726261.05,86180834.88,90053732.91,29501472.63,44985215.75,102607109.7,49623378.11,26364993.22,30981702.26,17020190.76,19749476.9,14864247.14,52423111.64,33125464.49,49648593.18,12180948.08,95532695.35,51205006.14,66907758.19,31138655.11,36671861.3,91665573.87,56650574.04,54859275.5,73510539.33,32816156.83,34647900.92,56431903.95,53649342.83,28994595.87
5-Hydroxyindoleacetic acid,13531.89014,274224.8404,39754.02971,53868.06387,42150.88176,140603.2472,32488.60079,315986.5266,623516.6768,36083.16242,435999.553,38594.81058,62640.60533,119741.6947,353376.2629,30869.63994,14228.71688,53390.68334,66891.80363,135668.4475,92865.61529,16712.68214,643750.0473,74470.11242,15718.41316,36108.66353,833863.1305,737349.5055,100110.4341,386165.4742,67029.73918,270720.4891,94040.02715,35241.6692,35859.70818,29858.30928,51105.38397,54436.86599,257749.766,442349.5233,83965.01773,10861.9993,75670.55734,9783.809493,17215.32526,485268.7361,829874.8052,62238.9073,116435.8115,730198.1149,14995.7932,22999.19867,15399.93062,10468.57655,28059.86737,27345.37707,350747.305,118542.489,152724.8334,41989.65901,297241.5695,31410.15787,173997.7631,23553.55704,100883.3513,41716.39264,373894.9327,72104.4767,73642.15227,110243.144,13405.57569,569242.8713,102442.0084,132277.9551
5-Methylcytosine,13343.11541,53822.76415,24829.05332,6818.044681,74470.81614,21136.06182,678546.7354,291899.0351,438470.3478,763021.061,32926.02804,21062.13658,195157.1958,128230.689,46761.82717,520017.7624,47664.74158,24385.07508,32488.52226,190394.087,28960.61387,62362.13194,180229.0734,7135.794903,53858.62487,256687.5938,107652.7658,207252.5036,515229.8376,125179.4324,31267.76986,14978.10872,223464.9213,360001.1236,28187.46817,90717.45265,46019.61744,12693.234,61981.55319,391332.0138,10879.26807,15117.10382,609749.3028,211336.6115,15786.00565,362392.4816,161667.3765,149670.5573,83328.71809,199979.7109,196377.0676,202717.308,106013.1263,128139.4976,260155.5242,195888.5583,117114.1789,55914.85982,137286.4348,494982.8851,43759.74323,61673.13425,39413.98255,42943.10001,90964.74759,67034.859,351688.2487,217657.1449,38011.98158,68224.72705,42828.00667,216829.3566,30728.74207,933247.3534
5'-Methylthioadenosine,180654.9565,485376.9143,273853.6213,265590.928,2664497.461,235991.1217,1098435.035,415733.0645,424489.6335,1254083.677,228617.8064,394261.9334,1010606.71,1005890.637,411525.2357,1168804.896,5607234.67,277959.9096,293827.3136,405339.018,368718.4193,6311160.421,605309.1605,401167.202,502149.6699,1305527.813,319954.6152,285174.5597,300127.517,406038.8788,488115.4005,182587.4263,919848.3378,1945038.507,450409.5861,1584157.543,367371.7516,324543.9622,358852.7384,431811.7621,476933.7945,205189.8631,401026.9474,3648340.887,226446.5444,648214.779,498141.3354,367521.0829,312288.2731,284007.297,2791087.141,6739823.469,2221414.598,2827458.716,1130068.782,412570.61,411589.1727,442485.5419,221718.0063,1172006.57,380792.9807,402473.9381,340827.9923,596298.3189,355880.324,395282.2838,518141.8535,596125.2226,455018.6228,538236.4415,2671379.606,508163.7075,255867.8675,631839.1274
5-Valerolactone,39053.65133,154729.8836,89349.11842,67654.34562,66282.40605,141130.5574,59107.40938,228354.7939,36932.16977,17317.29626,192923.9783,49636.69068,20255.6069,139897.0279,200471.7175,49309.87554,11602.74372,104541.1656,116980.2025,116504.6532,175297.9444,19182.38531,143766.0814,60968.6927,30643.09918,46100.43086,111703.9406,443118.6602,195783.1492,148411.9982,78115.12862,77104.93836,35474.91399,79298.78487,118499.7702,50894.73121,80183.97694,72506.36655,227776.8091,66178.28007,89258.31331,70612.80705,44251.18888,7506.756998,93035.75669,66792.13052,64660.8939,94152.23241,89524.05284,72374.23897,10249.50559,25442.18068,14665.11804,76513.71821,8923.882536,61509.23819,207666.8096,41928.16539,146604.8126,29346.58075,225418.5719,158051.9364,210149.3105,64469.85054,132415.2179,47980.6842,108294.3243,118565.5255,89227.39909,101161.6203,32282.42269,97629.47243,63112.90281,106080.1922
Acetylcarnitine,1455016.4,2351642.11,709758.7629,239147.2617,58356212.14,232983.5237,1703606.806,1205349.202,1989701.711,9824614.179,260604.9728,393902.7213,7558745.492,17790997.77,1162499.677,1874237.909,88034539.93,383076.03370000003,443906.587,2036649.138,296336.0314,82865402.64,2433630.759,365064.084,1191754.443,9234807.532,27667.19532,267903.9847,5130438.036,497305.4068,1067463.374,126253.2181,6965688.799,7399958.53,644782.7903,6046607.818,650425.992,252730.8178,530512.3038,957371.4913,677001.6525,146817.8828,1881414.85,46943457.82,276442.0318,2072958.99,3692986.341,1183310.73,2963820.11,145657.1909,53958973.18,14485895.94,39436088.92,14212764.89,15040591.77,2409680.69,1331606.836,950107.8116,497184.4805,5839308.638,388846.5268,1617801.007,188490.6005,3074610.18,2151201.608,868188.5745,720653.5659,4413801.95,1438126.438,1507152.454,9288942.914,2040903.505,821385.811,1305777.219
Adenine,1908282.789,2632583.857,2430121.656,3422399.315,2873303.559,7410316.639,15931650.98,4281774.584,1300701.653,16200506.97,7288179.22,11781259.25,7190818.588,649411.0027,4827935.453,4192241.576,1378802.116,6557314.144,793160.3259,7863102.472,770549.7134,1812609.498,1740021.262,1119225.929,7355623.428,10380536.16,8257077.625,2807219.589,12070720.82,4673193.273,2595605.316,6414988.793,6058929.291,15169940.76,237436.5875,3593302.067,790580.1603,6584027.225,3900066.935,767647.2563,3527167.706,7140970.233,10769360.91,6983093.191,8920757.852,446754.4206,2624525.514,298033.2979,9252114.256,265875.8703,13051502.74,8607400.131,6496523.296,9513995.746,6660128.759,8818395.747,3229073.356,1308005.765,10901926.7,19249542.99,4274609.359,3057339.004,5636843.342,2686587.231,10870762,7498540.78,1017011.414,8344431.993,10720621.23,12464873,4080056.48,4792178.343,7306047.533,10668230.73
Adenosine,96526.20262,47954.3101,175369.5577,372097.9891,139548.5055,82405.07418,222075.2835,46095.11834,39889.30881,201814.0025,191930.3001,61569.34787,91819.95036,120548.9551,63061.19322,165640.0271,225579.1861,161933.9086,52040.05625,47271.98383,166892.0407,730456.704,126711.3337,62369.54939,546865.5954,412345.4672,635650.9762,163038.9071,140984.3863,100307.9384,34565.30383,86977.81021,209179.8985,191966.2123,69215.74793,105061.8525,122199.2961,39992.83905,339004.177,27288.25484,18271.48051,44709.44416,258985.9222,58807.17509,136190.5315,63037.87451,361307.6713,30927.35347,541875.622,39463.40345,248857.3244,117464.6062,213239.4949,131219.4904,103256.9228,35527.59882,566302.0099,137615.4076,39564.3639,466662.7458,246905.2099,146646.3201,232901.2387,63357.74681,24268.6801,98626.61488,22040.82917,169747.495,121419.5938,293501.1583,111128.968,248797.3011,80338.20433,276107.1221
Adipic acid,236334.8368,142244.8065,225516.0455,338739.8064,85869.84535,245625.7897,235193.7468,104505.4646,90945.32193,8773.597899,246432.6553,178899.6899,42122.23183,48790.12926,96767.86679,43906.71586,19399.89102,187132.9054,242017.8626,86704.69558,146472.7056,7902.886214,67783.91309,336961.4285,44925.08659,37516.84777,234469.5508,136121.2986,8407.263371,103367.9411,213222.0033,186410.322,32956.93195,50749.90837,230933.8393,104465.2925,141401.9409,181718.3593,142232.7578,210428.2344,246088.3623,367643.1974,82843.83251,6897.876761,370474.9109,89013.91922,97876.21838,128084.6082,89608.52766,142880.1505,27678.72634,17740.51357,78198.98913,56204.45547,74463.80843,143116.3725,80785.24727,120318.853,175481.5297,136343.8479,190647.342,49254.77465,197032.6238,147858.6569,140613.883,194806.494,102869.0126,30937.08788,126919.2338,130857.5902,50639.70133,110834.799,161957.0288,111054.8712
ADP-ribose,6467.914035,413322.2192,27506.31363,16264.42485,912269.0608,7873.038999,287842.0988,2079.244962,81973.44665,489041.0808,11601.73101,5779.213479,229043.0576,417546.7437,21021.09169,266310.5928,168437.1872,6834.592038,706.9390358,127439.8721,10994.11098,1118841.535,118796.5739,6074.824806,94135.21948,346633.8383,4895.89332,16767.51832,98761.14256,115019.2712,4369.676587,2106.022805,305010.0105,1199431.113,2134.995299,66027.45028,7296.645649,3110.81851,20716.76715,913.1566859,1228.658473,734.8757063,291751.5705,136174.7018,2808.9971,5634.794588,99139.35249,4652.317532,126238.7982,421.3393051,1703290.46,617207.8135,1476306.14,730309.8763,684464.9132,7234.502649,2046.094127,24690.8109,4332.336669,578696.1123,52399.92127,57446.47794,2139.201376,8449.090781,2119.394055,2798.593434,1823.660603,13489.45878,28656.29753,48332.41327,442934.5694,36167.08058,17426.65477,206691.025
Alanine betaine,11431072.06,2916489.417,9305188.144,13176095.16,1536740.182,3027426.634,684975.5631,12850120.84,4278671.199,1040362.781,25827747.91,6962417.313,550570.2341,5457157.38,12083927.31,783705.2487,252318.2751,7495342.306,8020084.974,6815780.235,17443715.39,439104.2409,8619277.451,13987318.05,2933498.26,817418.6207,3406295.721,37155880.25,510492.5306,1446054.172,7536914.197,16152394.06,2511208.852,464414.2831,17328679.74,3972273.599,10592640.93,4966577.278,9046108.381,11547567.99,6694380.044,7387923.323,936654.3692,202235.2058,5148081.28,13255583.34,9336458.75,5810484.147,2650837.818,9555259.856,336889.3049,1224342.85,333129.1427,613819.9042,946720.9893,3639706.522,6331219.034,1718621.282,9755054.76,635515.6824,15593358.1,1164150.403,13176979.45,9291687.465,5461833.538,7128071.553,6477556.804,4071556.922,8405660.395,6570094.285,6878553.536,1921295.519,4487556.711,1110904.641
Allantoin,5734.405795,59401.84823,11401.35735,3999.133567,219779.6593,6584.820187,103019.5867,6662.757643,8938.591877,808639.1385,2844.987374,20103.66985,1850636.266,39562.64049,7048.847214,896105.467,198182.7726,4326.239473,3555.478397,30107.01045,5370.785562,180149.3063,85178.27178,23387.68198,455229.1907,196409.267,4305.090753,36901.11153,22827.14406,11695.56504,17960.90124,5031.911827,366760.3133,357543.5278,5031.259931,52783.99404,3662.846526,28684.78683,4586.620894,64063.25181,52185.60842,1118.622266,428920.621,619653.2027,10168.04439,50003.10865,11761.75214,6691.735416,49257.31472,8557.153115,3101549.513,170167.652,1271600.544,1215199.808,1265066.049,66158.28696,42102.11861,22009.60012,73859.30567,1976921.518,2009.514521,50362.67315,73911.72071,7652.824207,12568.2821,7186.319443,22740.96668,141419.7258,7495.580888,8794.908094,446049.8234,15396.31185,11280.9114,109616.5086
alpha-tocopherol,171173.0396,154378.5097,182518.7866,278418.4143,52670.94696,326155.2322,484849.1735,283516.2333,153082.9978,244732.8447,383693.6931,481608.6657,50617.49835,20924.62836,455561.8743,426831.8345,34757.25019,278437.7322,296325.8138,216995.2859,126449.273,58358.1562,155409.6808,310049.2986,664223.9829,430306.0473,498541.4182,414610.5189,88763.09429,305848.3012,346172.6437,388082.4245,11898.5168,252161.8675,262086.1318,85580.23291,206298.7998,442733.0049,382770.6047,386979.7227,315726.674,479838.4029,353061.7802,1410.966106,182082.2472,142265.3425,111758.6183,252670.1682,1808.264463,369620.4343,96207.20405,81550.3789,1764.001358,222218.2337,306035.9295,217184.0294,127737.4391,239980.3104,458365.0739,879433.7604,344714.5205,647890.4823,427353.8745,192806.1738,285637.8906,239034.9369,486257.063,126133.1658,97467.04355,176291.1241,116261.1197,254324.805,309855.7489,1956317.047
AMP,12468.20848,417165.4983,174841.282,94061.27742,651562.2601,33225.02233,915129.6311,9756.126623,231474.3967,957304.11,41887.07363,41366.05266,539284.8074,720362.6288,65753.7945,656802.1519,984201.9666,31976.05715,14898.41986,347741.0096,27048.5949,1877700.127,408685.0415,42497.16715,408836.5247,776654.1588,40848.01622,223603.8396,161686.9463,223205.2582,37334.71663,11932.72917,1193586.955,1561917.397,20033.89414,227128.1061,18656.28746,49891.08683,223047.903,44209.27237,30616.17059,16533.57794,632715.4907,1218354.417,15065.42589,40201.26573,306713.2172,26341.79077,385336.4097,21282.85945,1760936.883,1162652.99,2699204.226,2463864.354,1275265.523,46515.64504,19543.77633,63209.3539,24526.84094,638055.324,161046.0379,126598.4585,32434.98224,45822.59803,6949.008009,10795.45984,28913.03264,65875.38834,77857.44241,70457.01996,1303659.719,166890.9842,46083.52742,401283.8175
