Curated ID,M013,M035,M078,M073,M012,M038,M054,M021,M062,M053,M018,M036,M025,M010,M041,M005,M060,M074,M042,M075,M032,M055,M022,M034,M046,M047,M039,M020,M033,M011,M065,M019,M017,M009,M045,M008,M015,M037,M080,M061,M071,M070,M052,M051,M066,M043,M003,M024,M031,M001,M057,M044,M006,M026,M007,M064,M002,M059,M030,M048,M079,M058,M072,M028,M077,M069,M023,M063,M067,M068,M027,M004,M076,M056
Glycerol 3-phosphate,40056.04934,188985.1751,14655.41223,62448.55683,2493191.464,14161.42606,1174204.989,66746.18703,86666.30061,1528986.297,14486.96278,170609.9857,618557.7902,1344002.044,18694.40971,448821.7169,2218479.347,14468.06019,18261.87042,48948.4709,124114.0519,1101390.533,341091.4037,79136.30862,320962.338,1929647.519,44088.89811,25424.44648,636113.4425,289610.6434,111580.5928,9532.268544,289004.9536,2463389.191,29686.19661,465637.2816,168933.0026,22845.40142,23119.55009,21650.57612,32529.5167,13056.38497,754718.8568,251696.6048,33327.97266,148651.221,432267.9204,48009.13701,1030451.494,35555.01782,1544128.455,370141.3446,2230622.549,1365145.388,2009655.167,92638.10207,283142.4674,295411.8943,89241.47843,725704.6612,69807.95287,457208.7809,29661.29996,18527.77262,18423.99827,28129.88968,44237.62231,121513.6992,36037.96415,231953.0295,616982.4684,146652.3097,18136.63058,344796.238
Glycerophosphocholine,491901.3363,9585926.247,2590370.84,136107.8419,11971540.6,962639.5101,10896101.65,5389483.368,2821726.708,2975749.789,1474921.827,558818.1102,10010635.57,1818647.94,5741672.78,4670081.59,82642713.52,1071572.191,1628344.295,5177855.627,431044.8961,105705774.1,3173580.707,188859.6237,1908388.255,14171795.18,340197.7331,1012598.755,9236016.943,3268021.523,1432254.479,504779.4549,15197322.86,6527280.811,1247232.228,8839021.764,1076662.113,1655543.766,1414465.027,1503293.366,933642.6859,356276.5736,7498146.892,2133336.889,492548.5883,1733866.302,3684287.54,2830807.596,22482410.25,210277.0154,26164277.96,46890988.16,22506995.64,15518202.22,17126089.76,4661193.137,2505257.549,1553178.829,1909358.238,11589809.74,1490603.471,1217055.576,1062210.055,10714984.31,4565636.202,2357935.514,925818.3668,12127382.99,4696998.286,7138755.017,13055072.94,5081303.888,2701079.469,3177108.634
Glycine betaine,11475378.8,71195715.53,22907786.25,3644992.333,274017920.2,11282792.93,162467022.6,43544841.35,48007095.99,594460581.8,7251209.329,14826970.07,163834010.8,225856576.1,40604777.78,155393984.3,311790442.8,8475806.829,15794820.18,39057373.35,8498675.879,256025431.8,46261485.22,8909687.211,94638781.56,234489595.7,3297581.147,16515231.08,93962615.23,30758808.47,16731190.73,6907539.657,111995592.4,442108968.3,15483894.42,76107756.84,23440445.65,10723711.29,13152501.98,20500696.15,33100081.12,7720838.309,143089925.4,336581600.6,16757682.4,38995409.27,52227827.06,33662800.31,192317770.4,5459066.13,222966759.3,230302326.7,335479290.8,586814381,611578227.2,58033513.27,37073662.11,10324573.14,23295570.35,542794582.6,8649313.756,106192221.2,5078532.186,51304943.09,42995688.86,24365430.03,31242381.02,71663870.11,38202470.98,43425862.96,155801065.4,44779724.73,25259454.86,139693693.4
Guanine,62483.27277,378658.8939,170493.1056,44202.91656,431106.5061,82356.96658,66655.91223,557219.8366,125773.8476,106609.901,77112.24281,203900.2379,62428.69316,149665.05,564119.3,269485.8769,2155754.921,137165.9989,101161.5127,492787.4635,176839.5471,206427.4303,187682.4441,331169.2603,115253.5852,63339.15705,209183.6138,169062.9151,309652.0038,163922.1352,70595.59221,32197.09121,361583.5535,101748.1472,116690.7753,249409.4435,165779.4224,340534.2649,272532.6497,77818.87966,107697.1064,62678.31749,314650.7293,760535.3877,85692.46739,212330.9871,305566.0945,196367.9307,179861.7261,64604.22816,51755.60935,1533726.907,208994.2985,83184.63031,95551.52766,147318.706,138984.7516,884377.8084,78006.38596,62263.87513,227623.0403,63200.51641,265347.7731,626104.4953,114969.9794,65906.51108,205431.7491,1040886.798,240801.1069,522432.6504,131550.7204,528275.3972,115356.2632,170093.0434
Guanosine,46902.21507,155452.948,90814.65686,27665.05953,1341500.031,27341.63003,201314.1663,158083.1998,155608.4631,320357.878,44007.43996,30311.07622,278818.8344,400790.0211,101660.14,243840.4594,1126428.79,25382.79654,28415.81452,83463.22978,351289.3327,1545501.593,351170.2622,50977.09173,202884.2577,377711.0444,103210.7183,42477.85831,174904.0214,84858.02643,30464.56475,31219.85413,408798.4628,358680.6519,74667.00513,340909.78370000003,138912.9356,155748.6601,200646.1589,33953.44965,31638.53668,16533.55525,148186.5954,1107519.659,27552.15424,303585.6031,336303.8674,89209.74138,297460.7085,222882.2044,564922.8836,975346.7606,552691.8491,358897.6307,192042.8331,21215.46397,557178.8916,186048.8138,21743.96122,309791.0551,116821.9464,98514.80962,116511.1005,575263.4988,17998.13926,54592.75332,135386.9212,552606.2736,60705.89992,211436.4186,523947.3482,363718.1098,25337.08104,121667.8877
Hexanoylcarnitine,19882.576,189974.0831,98460.31012,47446.31951,508654.752,18155.65691,11422.26816,185335.8288,271713.045,40472.24464,18520.31883,14711.05374,307418.6417,93801.53222,173310.7282,29140.04408,1639468.885,68204.92883,48941.14113,199954.405,22110.31828,2751740.918,419010.1289,12011.14903,9482.247177,76865.63236,7358.692802,30548.0622,249306.3965,23747.98704,49970.67562,14205.34639,683412.0178,87899.98469,39705.40296,107257.5173,28683.08598,21300.7547,253320.2018,43704.21743,16615.36693,14608.35647,13186.49286,365502.0916,8421.720215,209148.5203,463373.7732,128078.9256,34652.37763,17053.18474,1723214.948,1673393.043,458411.9069,159634.1658,144022.4214,46803.19737,219421.1783,23396.59612,15339.247,39587.13622,87811.18639,8694.33507,32194.09134,162187.4863,117437.7903,43293.81292,68960.99889,478405.7676,160067.3045,184567.6305,102864.2011,219301.1699,88269.86025,25109.1534
Histamine,326131.6626,493230.013,144453.5961,78961.13896,924317.4598,701851.8859,914694.3529,204380.4112,74059.39921,517677.0038,2865692.272,69043.48148,382224.1665,5175052.768,150062.4056,383318.8831,5716596.821,368870.4341,191192.8468,1382813.73,308271.9221,5031512.963,159008.0449,2051600.531,538984.5064,1234534.669,2176343.373,1493800.562,23364422.69,3619156.343,64541.1554,3526067.832,1429722.43,1591005.515,80435.90887,833725.7648,818791.7207,56959.72474,856484.3155,82502.6078,82701.01255,128793.4789,3360128.747,24802719.65,29933.94628,58803.90745,177011.3335,69085.31976,4049975.522,198059.3227,1720996.163,73076.88271,2678754.767,2594352.986,946682.1844,97009.29497,74140.2768,5448378.959,3773167.683,1267530.763,131134.3359,1038219.917,120747.7367,206663.5817,787863.4924,41508.13002,321202.1506,163172.8182,39198.44816,58743.2149,215325.8713,164754.678,418599.2553,1760907.577
Histidine,1330738.893,2697000.175,1495578.603,1382422.44,8174346.24,1249526.014,3882312.334,1488901.705,780831.5,4181557.494,1267221.012,1876836.722,6042285.087,2904213.274,1320146.497,4406093.892,17075699.38,1508751.862,2219691.687,1271111.404,1529300.854,9370332.326,878802.0931,1347781.537,4516772.436,4845585.753,2075728.854,1331527.263,3534836.683,1157601.655,1707480.836,1274509.393,1982728.735,9539376.087,1948465.092,3692069.785,2072683.824,1629981.307,1642137.881,1750893.391,2530313.58,2021466.933,3390409.947,6157134.602,647952.4586,1498056.479,1603237.532,2162317.613,3880711.007,1110261.519,16021663.18,19510786.38,11481504.01,28063776.31,17700640.06,2910761.735,524813.6891,2281582.693,1366632.435,22660526.92,1466095.37,4458792.902,1236420.025,3051388.805,2316816.242,2111280.192,2131899.196,1523200.928,1281577.208,2348610.338,8019456.906,872887.4151,1213782.807,1043575.368
Histidine betaine,131158.4618,674271.5272,221929.2585,191151.399,521751.0848,371055.1067,1243004.469,307971.168,395226.5546,2530997.181,289901.1125,258347.1002,5402600.695,417515.4738,2072133.155,1069372.671,1181522.082,217215.2109,240106.8566,4914758.517,83643.02449,1777647.94,227703.0945,78218.74828,356168.075,1627396.874,292021.3493,262573.2477,1938873.367,86716.85021,429430.3198,290599.356,4172202.096,1303748.768,263948.9019,356230.9522,134171.3057,339656.5918,214481.4217,608036.0384,134566.9833,385227.2877,801620.8634,2115158.217,233974.007,232375.8873,275200.9025,279995.7308,278149.7392,191826.9959,3753229.504,4388975.12,1298899.698,1011986.902,2430067.07,468353.8002,185606.3915,721072.5605,1036994.466,2111802.943,203363.1137,265936.8067,121129.8349,460215.725,586603.4078,374116.2453,283188.2867,2233088.508,294734.5047,542482.7046,722840.0206,191944.4866,283326.6461,138634.5569
Hydroxyphenethylamine,555228.6892,367884.7474,474061.0309,210139.0546,155021.0514,867625.9389,319272.1085,541799.9186,975529.723,16492259.53,1933032.967,540158.3955,5761898.77,3110672.965,924822.9769,838188.6857,12117.47686,455914.0865,605216.2817,311745.028,1864860.057,8081.393194,323431.0826,338171.8653,123556.2272,1627704.363,1078195.278,875714.925,11469620.34,2175595.494,641003.2393,1276729.405,1837280.655,146220.3788,436587.3577,187901.543,805132.3535,291685.2265,347939.8362,386840.8396,227691.2694,909205.0698,179234.9362,3059480.126,609733.4866,261145.5226,552467.4741,400581.1083,56019943.16,667145.6703,1150682.874,3534984.589,1294737.257,394032.4095,1028822.706,282800.3725,899362.6841,362139.0481,1119372.532,2881891.153,269090.4702,3656453.42,393591.6515,214008.4892,308302.3091,328028.312,320954.3472,693645.2587,936168.6453,327821.7087,156266.9151,661287.1868,435732.9853,1051566.111
Hypoxanthine,455191.5208,293493.1815,149502.1023,151050.8394,1911602.032,269114.6772,580793.4522,597152.8975,239448.0033,1054248.572,180511.5286,279427.7664,266470.5782,599974.7857,586552.3791,369038.2244,2066002.332,233204.2798,845843.2511,143295.7429,292113.8147,2045325.141,108970.2965,708293.3684,567398.7089,438790.4931,112472.8016,123938.1166,442640.8398,164257.6645,598345.4186,221392.946,269620.8053,1267952.696,633919.4056,1303830.343,603905.0649,437832.7008,181350.1283,433344.6123,514615.7017,555728.2213,313498.421,2627252.76,398678.1812,492206.2866,299141.403,684078.1006,307657.8817,209169.8334,846148.3671,2372959.139,1051646.268,894531.1792,455376.9398,1147398.963,56770.28257,536058.2026,195708.6779,425166.7785,199254.908,1011686.7,295655.515,1086361.48,502645.5308,960691.6295,688867.978,362494.2587,933766.8415,663381.8489,1421936.485,179274.1333,283263.7691,70763.40438
Imidazoleacetic acid,60971.02391,235535.2636,28073.77561,11574.14609,7484329.03,23469.49492,4265105.469,207321.7194,52532.37773,8485778.162,321150.9272,20784.86912,221535.2452,757736.4734,198933.4406,755475.4883,16132678.82,12023.76267,252477.2798,161142.373,284088.2337,14811429.33,118533.4132,741323.3776,476532.4819,1673281.923,246223.6667,191791.8796,1400506.102,2380484.682,157224.8642,364979.2847,291953.9161,5889232.508,85839.9008,894592.1376,336200.4985,15361.69824,81913.55855,236558.8999,20436.89623,77544.07108,2702633.952,1185645.473,8030.009814,159497.057,113220.4001,33773.95626,2259479.034,121491.6369,6180973.529,184598.6932,8329955.522,419308.1407,3510942.928,44551.64876,107765.6167,380115.0057,277097.8921,3669241.103,19451.11069,2140105.241,85163.18004,54065.85617,47969.33495,24171.14816,345346.4193,302818.2275,58926.65523,40441.88262,798399.7662,193558.4702,16263.06932,1256921.096
Imidazolepropionic acid,165917.0324,3127498.517,596031.8991,170139.1133,10916630.33,491417.1639,29817385.96,5723838.379,760369.8236,25201786.03,1063004.058,80464.22569,3147884.943,5539592.182,6250318.606,10061582.91,296460.5158,417444.6211,109310.8249,2676762.805,5902926.563,1477405.073,3221697.588,195997.8854,22054464.01,22208828.53,2330140.252,8004403.995,34051480.89,82126996.61,71407.38839,108666.7686,1900985.119,41955142.07,156249.5597,310785.6902,2382850.67,82036.89798,3773635.169,100176.4897,84600.18386,133042.1064,30848111.99,248512.7335,100287.3424,51049.36756,2871076.984,84112.21765,163168782.1,69518.42074,258968.8094,1492209.422,184716.3346,15715257.64,1383332.399,81141.21762,1440781.208,17537176.09,1895707.451,58966259.03,2284517.06,12332195.47,1132031.169,147416.0532,487000.1701,172688.9082,58849.78655,5953793.257,213667.0538,429789.459,1086967.208,15008247.34,473097.3531,39611462.59
Indoleacetaldehyde,29854.9693,89057.1477,81432.41672,19805.42702,111575.6846,95043.24348,86044.9416,411040.973,664755.3734,98355.87461,27510.04914,103508.3358,668429.9186,74169.57233,155888.5736,330194.2492,428171.8154,60408.93033,233373.7474,247826.9291,55473.89372,155993.5065,423975.5742,62394.06348,60157.74409,28712.89602,41030.31077,34911.68223,37959.61555,92261.41592,261672.0741,57898.84778,936603.3745,279811.2369,259210.7694,1055487.203,198148.8441,114930.2298,53786.39013,116612.5012,15414.84134,89023.49188,40847.49199,29498.79279,25923.78297,894528.0499,956242.0802,438291.8176,99170.91781,29790.04074,527296.4749,2621228.963,26407.33314,186291.2875,82075.30146,399638.7076,312833.1532,329726.6334,33820.02177,132621.0666,126807.6477,351756.0336,50357.00087,1403339.211,122297.0707,510838.9382,366583.2993,1447856.088,540575.1965,1006733.299,245369.0426,405711.8453,147568.4441,100935.5097
Inosine,521601.3554,1107769.588,1269429.766,528805.4354,4333431.072,155367.2188,812097.762,1877740.918,1987197.558,1213866.407,425489.6406,177137.9849,1127038.125,2182893.377,1095165.857,1135994.571,4746322.21,355639.6348,740527.9362,288534.0385,2814879.608,5417757.329,2263889.556,829186.8345,1365133.296,1471440.808,850826.4572,266838.0126,483410.8595,282887.5603,646808.7926,276773.3514,2548509.684,1704458.214,2095378.377,2380430.621,1518085.039,289360.5718,1052676.24,218658.6856,181318.2918,75080.29491,754575.0604,3997500.595,359252.3308,3526676.344,3282687.22,1569379.878,995562.0806,2494160.095,2329917.788,4360343.975,2444127.123,1743545.011,950326.3071,150815.6596,2082164.962,2184821.14,143652.2836,885806.1073,942987.5024,1604137.488,1362367.447,2766407.882,321486.8705,410957.9946,832122.4718,3217821.745,739863.4744,1461462.551,2057047.579,2305474.739,135221.1094,423249.3324
Isoleucine,476402.228,672375.1779,582723.0046,343399.7925,15277983.42,478159.9593,1459683.531,719437.8236,1046188.811,3968433.845,321376.2172,220168.7383,6720864.963,1951296.918,1458431.01,759448.9808,31678197.5,391039.0121,433618.1257,703825.0142,713645.6957,14667003.62,1230839.47,261456.4793,794185.3032,2670063.275,425768.8896,536782.5217,18029073.96,849853.5355,475630.1072,447944.0801,4465677.034,3385369.874,602162.8935,1844426.481,676752.3822,791889.423,864930.9128,648605.776,813727.556,266056.7619,965653.4713,7893042.408,383276.2876,806644.0348,794799.7957,692780.8584,6419980.915,834612.9816,8664373.833,23202964.9,25539286.33,11355242.26,12750310.94,1339894.986,1119228.358,553825.1178,363694.9232,1652565.433,625365.044,2502614.659,480781.9883,1831105.891,1006480.518,1008040.001,716663.9173,1315551.71,1381039.228,1469687.64,4550773.074,1093355.829,799066.5071,508790.4646
Isovalerylcarnitine,364366.301,408879.7366,277273.0148,78428.72503,3324982.996,278126.6834,260248.8365,442421.8763,1031935.374,572895.1387,189213.8671,146358.169,811980.4739,2453877.578,409082.0523,598262.1961,2770457.476,185494.3491,344785.7698,562351.7576,284749.6328,2127656.629,873716.4217,212862.1551,127655.191,554525.0704,122972.2519,157867.6342,544319.6399,489534.316,451353.6136,101272.4964,1167983.267,889727.083,318716.9118,626854.4258,342893.7029,149566.1261,204436.4028,254390.363,110444.1915,125267.4159,232455.7788,1866129.054,77281.48622,661360.9663,568538.1885,585282.2573,458815.404,96307.49938,5081263.461,4976467.952,1154780.99,689791.9215,1298652.45,366565.6675,358351.2521,223914.4417,120275.2122,602952.4672,253897.9255,528553.2314,138165.366,873700.2616,665351.8852,451655.9374,351147.3734,1303967.693,768685.171,779987.2441,844251.4379,402510.8362,438187.6143,331766.6933
Itaconic acid,64638.5637,319759.7695,13160.94678,5881.594125,1525608.732,10102.22391,4600203.369,81062.40001,111010.4549,4449100.027,10710.82799,863063.1265,5371106.885,1387790.251,55555.44881,3204556.205,4854251.369,22145.56615,45964.10367,18753.62743,20141.57714,2419287.552,10528.10367,74136.48753,4242802.527,831633.8861,5151.681385,12211.73571,539003.9217,137949.4001,21855.61327,29916.79281,2934971.763,3300543.066,16916.93746,452281.407,20053.69708,62293.2056,9733.649816,19209.75351,25107.8421,15540.36273,3258605.565,3173598.863,13795.17639,80499.32005,65909.18341,18893.57133,20540988.33,20257.84338,7705192.948,556626.1712,7974172.339,9455001.735,11910433.3,35960.1794,71452.17157,106501.7738,42101.63112,14675736.81,24304.10712,461583.6251,10423.69331,106807.8378,8425.924776,5295.175488,27259.22205,21278.69982,9153.073922,64939.34519,2442924.768,70137.30674,25996.84837,598246.5094
Kynurenic acid,52998.122840000004,429428.7754,145737.2854,546843.2298,59019.93795,464413.7717,6207.983961,458640.0632,534383.2282,38237.5948,578139.1525,107743.2795,120204.6661,347463.7847,449530.7091,44708.21168,3988.636597,546413.2831,446024.6011,219388.8072,419737.1943,24237.76729,494389.4094,465086.0792,4159.12468,51747.77347,641360.2603,592876.4455,271964.9682,629108.9785,498810.4285,633571.0847,149676.5731,19535.6278,472499.8105,254542.1736,446422.3286,411261.9661,374758.6414,599329.9684,214689.717,8188.583167,90164.94764,15599.01454,35045.56801,541956.8749,506404.1724,467059.3849,151072.9753,623541.4388,21941.69647,96104.19083,10287.75691,10376.303,34829.51898,203069.0679,438158.0581,361767.4684,412853.5583,30609.99665,498648.4586,22881.47432,291888.5858,71695.09349,240747.0042,449866.337,495441.5642,250779.1176,411862.1328,338432.8057,18733.49329,496849.5969,427540.1069,166074.8062
Lactic acid,1496188.966,13124540.71,2346204.105,291470.2986,50555092.97,980686.7007,25303184.92,51096875.71,5396854.858,175755944.7,715136.9806,1974885.865,66958559.81,18857183.97,39908291.91,17123500.09,70951806.61,586949.5076,2187342.504,38546476.05,998769.3834,73921557.9,18730113.18,1011994.729,23946607.27,62071753.99,144210.4154,979708.0819,38451772.52,4296372.916,1014232.795,144241.0909,57626175.73,32318076.24,522688.2663,14232961.09,2375468.916,1460840.014,1608224.855,6791269.012,6124058.143,276199.6545,9469393.128,110740003.7,619582.6602,13730095.91,6620470.035,4935177.879,19686701.06,3801437.035,69139744.9,59751664.69,149291473.7,116283169.4,128160375.1,8932665.69,39226555.33,2985987.168,19986630.94,41921391.92,1370451.424,9579175.195,1531287.846,14885970.55,10045119.65,2856911.229,8164117.243,37706073.25,4131217.773,9158286.71,25898597.77,11392524.13,3795911.39,5040008.193
L-Carnitine,9734161.826,3008506.044,2737230.329,4139764.625,86785460.01,1546637.306,17499477.08,2033473.591,6554216.316,30284518.8,1828064.571,2701157.362,8486656.165,31762186.22,1715344.124,14882379.87,146004083.4,4494730.246,2699871.681,3087942.064,1801001.123,96002675.33,4787774.217,3258355.125,6117179.369,15494855.72,1062207.802,2772797.224,4390047.098,3618668.662,5431802.88,1812894.478,7003959.782,19104752.37,6255897.888,13648064.14,3998241.873,1893653.684,2466913.031,5356972.266,2450064.983,2297496.058,23170457.18,66534608.26,3148078.907,4662738.452,6656974.479,3779425.565,6087702.714,1672550.005,66651696.54,36728316.53,51573350.25,13549207.78,23137338.72,3898650.856,1998340.814,9803797.187,1724639.242,19031975.19,1787226.615,15022379.03,1307546.113,7037817.711,3346218.415,3541850.521,2655731.272,5980260.929,5671642.781,3874551.764,15906389.59,5195783.512,3451820.24,8737543.214
L-Cystathionine,11413.3939,38298.0185,7259.306535,2262.587052,423076.6359,5268.230954,68338.79161,43346.19429,24468.60822,77064.38153,4653.093865,6309.035128,144133.4459,111814.6475,31590.46639,50888.75759,452186.3734,5651.015046,11233.6797,19859.83747,8199.286772,101923.5218,48889.71148,6130.445945,11776.442,33738.42334,3850.783044,5899.654718,23508.43455,15595.2555,13095.35192,4249.27702,135619.3862,68832.31665,11747.13678,79877.61563,20974.9217,7670.002271,10097.71644,3462.933107,4958.814452,1871.048977,29189.05818,514198.2001,1807.525176,34011.07649,78245.32848,18129.91499,30664.04159,10947.26022,417619.548,400321.879,100718.3309,315031.7229,193811.1713,17892.30967,19766.31621,3242.598764,6206.794138,52489.22791,10528.65663,57396.89614,7590.552095,37399.8426,24058.80767,26673.29854,22645.60282,61774.8993,43290.42659,46696.27986,179096.5231,31504.47653,11140.10937,13520.67584
Leu-Val,61991.49506,61249.3079,82800.21066,73529.12205,54400.48508,53424.71085,59296.64426,75646.08448,161802.4565,55696.87369,107236.1881,32439.51512,455881.2085,147228.2413,109424.7964,45566.5871,683332.6138,95162.70315,63616.58717,197566.3888,433628.2151,1093841.219,236796.1524,76505.54863,68523.29159,48668.76514,105787.7086,108613.6606,3149739.452,476779.5039,51171.84126,110340.3691,533707.0973,22567.46492,82060.12122,29807.61688,99320.46747,61197.88206,189194.6775,89504.21933,97935.37276,58742.46217,69424.98725,51934.93552,100479.6703,82172.15604,337434.9649,61471.43042,1472722.869,98671.86509,211779.053,207797.0728,43627.05471,83342.0372,64536.83985,30196.69787,135410.7982,121398.0688,72235.00627,86914.76434,120633.8537,133006.1204,140110.5848,36674.71478,178436.464,53474.28981,52276.39122,268000.4305,245123.924,205912.4158,24255.95204,179145.4348,163986.6874,70907.25175
Linoleyl carnitine,14247.39931,192718.4196,154778.036,36347.86413,922625.3648,5890.753402,119014.9605,22028.21556,72836.89592,472142.2762,11258.99545,13789.12589,235026.6057,850670.1192,21405.79173,175504.6352,15507522.64,31238.97813,40479.27257,23014.98384,14979.00572,6839548.97,89950.93282,1872.004414,56402.36247,251729.6309,7552.798387,11569.71237,194102.7591,40517.19761,22440.87542,12362.12082,143592.5281,283775.4052,46314.92756,109102.2524,20938.12984,5909.029312,10610.46284,22093.76288,2768.308946,3157.41604,146172.157,4034513.189,52499.52369,41237.39282,66884.60996,31311.38305,149776.5626,9636.794289,2530960.281,407258.4987,1468337.005,414840.9882,822816.6212,28658.10418,8325.018995,103039.9046,61053.74881,159999.0423,10332.65051,72318.14497,11644.45473,80942.11643,152908.8753,26366.2438,14847.23443,48626.29139,49713.26423,21294.12792,188920.1993,31592.22382,15630.7198,36748.3809
Lysine,5045008.381,3466570.256,4486712.247,4790599.134,2272745.034,3271141.549,4471330.203,2969730.362,6450437.435,1605845.66,4036988.426,4422740.606,6173013.442,1978542.106,3316075.392,6077050.153,9458051.714,4442758.032,4782952.295,2849941.313,4934868.545,3191868.006,3400099.485,4036239.197,3534396.644,2096128.673,4559047.605,3841506.957,2861616.744,1132300.583,4593077.737,3130603.546,2623779.422,2101097.244,5515017.977,3820832.596,4249404.009,4452218.61,4136792.167,5361199.695,4500108.728,4388083.344,1505607.36,852710.0051,5377255.058,3908293.313,3743112.949,5019206.633,1438005.336,4036390.081,8663900.139,17526821.82,1304111.486,19473833.33,8284533.904,4708756.853,3389404.73,7616294.016,3519394.773,17058977.65,4243194.077,3715139.703,4163109.033,4153093.412,3925657.151,4175265.798,3941860.718,2812201.425,4473972.141,4208917.38,6387094.017,4372263.403,4364242.817,1118926.588
Malonic acid,209828.8487,5305971.903,264406.0662,356461.6549,141225.2324,372621.3183,791521.6273,861072.1523,18883430.59,297419.8489,2002496.875,205610.4638,9598168.694,1954206.928,3102838.276,4496642.778,45806.7754,375529.0144,355748.9024,9926381.687,628637.9699,376683.6212,11538357.78,392170.4353,391495.1139,1063706.913,410024.6127,850083.8577,4098230.906,2086390.954,421024.2811,264093.9065,10968314.81,271368.5725,457595.1207,259305.1835,371187.3169,428399.6488,3185162.252,987556.286,2478174.504,239333.4774,1367529.159,914553.8453,437188.4509,471023.5521,1665500.122,844421.0842,412177.4504,1821631.697,929396.4811,3878698.166,97865.94696,278818.6674,2811785.269,694103.3546,8347264.264,343402.0892,2772412.021,785829.9392,1578969.091,534586.9441,1494929.595,312694.6635,1309045.961,343973.6579,1717305.195,8778143.856,745835.309,467652.9923,223345.135,9136136.223,323710.2334,1395455.383
Maltose,6428.921973,80039.68902,10354.83439,4751.739143,846798.4066,7127.097082,139296.5113,27182.43443,6461.000004,112145.3684,6232.635212,28580.55917,106543.1164,129167.6556,40813.42054,150639.8773,123274.6705,8745.986314,11876.24607,32778.69748,37070.62279,578613.0755,58409.75215,21787.30256,438091.8294,1176708.451,7955.136705,10101.10132,17006.84826,18170.31416,10581.21002,5861.685691,63330.14495,2267341.69,10522.09312,33565.53008,15903.20312,15716.18324,54012.36714,11332.16493,32663.87769,9907.960663,116497.8136,2290655.946,12559.84319,13367.38817,9601.121196,17482.45924,51888.61071,16578.98104,2118896.08,401252.8933,306890.9851,493814.8519,95474.14116,23099.87975,19070.90286,22595.4637,14031.47746,1297743.858,35223.0129,592341.8048,14746.68376,20894.39352,31629.46574,9614.683188,28186.77622,53999.39799,10135.51944,14793.89317,701171.3927,20683.34265,8499.516861,89499.12944
Methionine,89595.43262,140193.9086,94788.98606,88729.34081,1248602.923,87681.51355,230599.8976,182545.2597,95814.33059,393101.0083,44908.90139,79578.29184,990571.4555,593220.9045,219091.2654,357833.9104,4864675.331,103841.4705,180056.062,161175.3137,135819.2921,1354853.089,173379.2508,127210.7308,108286.5031,299715.3976,114558.401,78771.57615,991979.7058,355469.7771,168265.0403,127347.6071,402593.1225,440801.0888,87790.62766,422908.5924,229430.6708,136659.1622,181354.9331,253419.816,455881.5119,111411.349,212370.4497,1572042.727,7010.970783,115776.024,171418.3957,115486.8579,490042.3747,152534.7363,687271.6938,4243188.986,1151445.627,1123469.484,973020.104,475136.6377,58100.82783,189137.9612,71597.67477,225518.3263,107729.7559,1148480.638,111169.8727,641118.7213,329625.1714,351107.7117,265415.0772,367017.0061,146817.6688,308915.9391,921955.8564,190593.5905,99429.90738,132327.0613
